#
#   VizieR Astronomical Server: vizier.nao.ac.jp    	2008-09-08T15:17:26
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29447	
#INFO	-out.max=50000	

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	1RXS	(a16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	PosErr	(I2)	? Total positional error (including 6" systematic error)	[ucd=stat.error]
#_RAJ2000	_DEJ2000	1RXS	PosErr
#"h:m:s"	"d:m:s"		arcsec
#-----------	-----------	----------------	--
* V 8
00 32 34.50	+07 29 29.0	J003234.5+072929	13
00 32 38.20	-01 00 56.0	J003238.2-010056	20
00 32 41.40	-12 56 29.5	J003241.4-125629	15
00 32 41.50	+40 01 43.5	J003241.5+400143	11
00 32 43.10	+00 31 07.5	J003243.1+003107	13
00 32 47.40	-40 46 01.5	J003247.4-404601	12
00 33 01.80	-03 42 47.0	J003301.8-034247	19
00 33 08.10	-32 01 17.0	J003308.1-320117	11
00 33 19.10	-03 35 29.5	J003319.1-033529	12
00 33 22.10	-69 15 02.0	J003322.1-691502	10
00 33 22.80	-20 39 08.5	J003322.8-203908	 8
00 33 27.50	+57 50 45.5	J003327.5+575045	11
00 33 31.80	-00 19 05.0	J003331.8-001905	15
00 33 34.60	-19 21 30.0	J003334.6-192130	 7
00 33 37.40	+39 53 09.0	J003337.4+395309	15
00 33 46.50	-13 25 22.0	J003346.5-132522	13
00 33 49.60	+32 52 13.5	J003349.6+325213	18
00 33 52.30	+20 21 12.0	J003352.3+202112	11
00 33 53.00	-07 51 16.5	J003353.0-075116	39
00 33 54.60	-25 11 53.0	J003354.6-251153	20
00 33 56.90	+53 15 39.0	J003356.9+531539	12
00 33 57.90	+61 26 45.0	J003357.9+612645	14
00 34 00.00	-38 47 18.0	J003400.0-384718	 9
00 34 00.90	-33 54 28.5	J003400.9-335428	11
00 34 03.70	+01 05 58.0	J003403.7+010558	 9
00 34 06.70	-02 09 35.0	J003406.7-020935	15
00 34 08.70	+25 23 42.5	J003408.7+252342	10
00 34 09.50	+15 11 36.0	J003409.5+151136	11
00 34 13.70	-21 26 19.0	J003413.7-212619	10
00 34 15.80	-18 04 52.5	J003415.8-180452	22
00 34 19.10	-08 59 04.5	J003419.1-085904	12
00 34 22.20	-79 05 25.5	J003422.2-790525	10
00 34 27.10	-06 30 07.0	J003427.1-063007	11
00 34 28.00	+02 25 10.0	J003428.0+022510	18
00 34 29.40	-04 33 19.0	J003429.4-043319	25
00 34 36.70	+62 37 21.5	J003436.7+623721	12
00 34 41.30	+11 08 04.0	J003441.3+110804	10
00 34 52.20	-61 55 06.0	J003452.2-615506	10
00 34 57.00	+02 34 09.5	J003457.0+023409	19
00 35 09.00	-50 20 05.0	J003509.0-502005	 9
00 35 12.30	-19 42 49.0	J003512.3-194249	13
00 35 14.70	-03 35 35.0	J003514.7-033535	 8
00 35 14.90	+15 15 13.0	J003514.9+151513	 8
00 35 26.30	+81 14 37.5	J003526.3+811437	 8
00 35 26.80	-20 15 37.5	J003526.8-201537	11
00 35 28.60	+60 31 39.0	J003528.6+603139	 9
00 35 30.00	+35 39 43.0	J003530.0+353943	12
00 35 32.80	-00 30 13.5	J003532.8-003013	 8
00 35 37.00	+01 37 49.5	J003537.0+013749	22
00 35 39.40	-40 15 14.0	J003539.4-401514	13
00 35 41.30	-18 16 53.5	J003541.3-181653	15
00 35 42.10	-47 59 49.5	J003542.1-475949	15
00 35 42.40	+34 28 33.5	J003542.4+342833	18
00 35 44.10	-25 14 06.0	J003544.1-251406	11
00 35 52.80	+59 50 06.0	J003552.8+595006	 8
00 36 01.90	-05 33 59.5	J003601.9-053359	10
00 36 09.40	+07 38 30.5	J003609.4+073830	12
00 36 25.10	+12 13 03.5	J003625.1+121303	11
00 36 29.30	-24 50 32.0	J003629.3-245032	16
00 36 33.10	+43 05 50.5	J003633.1+430550	12
00 36 33.70	+25 45 13.5	J003633.7+254513	18
00 36 33.70	+55 37 28.0	J003633.7+553728	11
00 36 37.40	-49 07 47.5	J003637.4-490747	 8
00 36 40.50	+38 13 43.5	J003640.5+381343	19
00 36 43.70	+70 34 13.5	J003643.7+703413	15
00 36 44.40	-58 15 43.0	J003644.4-581543	17
00 36 51.20	+14 59 29.5	J003651.2+145929	17
00 37 04.10	-71 38 21.0	J003704.1-713821	19
00 37 05.80	+09 09 36.5	J003705.8+090936	27
00 37 09.60	+61 21 31.5	J003709.6+612131	17
00 37 12.30	+44 13 03.0	J003712.3+441303	 9
00 37 14.50	-58 43 57.0	J003714.5-584357	16
00 37 15.30	-46 14 12.0	J003715.3-461412	11
00 37 23.20	-72 14 15.0	J003723.2-721415	 8
00 37 28.30	-58 00 52.5	J003728.3-580052	10
00 37 31.90	+55 13 26.0	J003731.9+551326	10
00 37 36.30	-23 02 28.5	J003736.3-230228	14
00 37 39.50	-54 20 43.5	J003739.5-542043	12
00 37 59.90	+32 12 46.0	J003759.9+321246	10
00 38 01.00	+43 53 42.0	J003801.0+435342	12
00 38 04.20	+79 03 28.5	J003804.2+790328	 8
00 38 09.30	-25 05 04.0	J003809.3-250504	11
00 38 15.80	-24 58 58.5	J003815.8-245858	12
00 38 20.50	-02 07 31.5	J003820.5-020731	10
00 38 32.60	+41 28 58.0	J003832.6+412858	12
00 38 45.90	+33 25 34.5	J003845.9+332534	18
00 38 46.30	+00 34 30.5	J003846.3+003430	26
00 38 54.90	-03 42 52.5	J003854.9-034252	29
00 38 58.60	+08 29 08.0	J003858.6+082908	29
00 39 00.80	-12 29 15.0	J003900.8-122915	18
00 39 04.20	+79 19 12.5	J003904.2+791912	 9
00 39 08.20	-22 20 02.5	J003908.2-222002	 9
00 39 15.60	-51 17 01.0	J003915.6-511701	 8
00 39 21.90	+51 10 25.5	J003921.9+511025	10
00 39 23.80	-26 31 36.5	J003923.8-263136	26
00 39 25.10	-16 04 04.0	J003925.1-160404	11
00 39 32.50	-31 03 38.5	J003932.5-310338	15
00 39 38.90	+84 44 58.5	J003938.9+844458	11
00 39 39.20	-11 13 00.0	J003939.2-111300	14
00 39 42.10	+10 39 14.5	J003942.1+103914	 8
00 39 42.70	-35 28 05.0	J003942.7-352805	12
00 39 52.80	+31 32 28.0	J003952.8+313228	10
00 39 56.60	-17 50 03.5	J003956.6-175003	14
00 40 05.00	+50 14 14.0	J004005.0+501414	10
00 40 13.30	-19 25 25.5	J004013.3-192525	13
00 40 14.50	+40 49 58.0	J004014.5+404958	 9
00 40 16.50	-27 19 13.5	J004016.5-271913	 8
00 40 20.70	+40 43 58.5	J004020.7+404358	13
00 40 21.50	+43 43 27.0	J004021.5+434327	 8
00 40 28.90	-16 31 11.0	J004028.9-163111	10
00 40 30.00	-27 47 53.5	J004030.0-274753	10
00 40 30.30	+29 33 28.0	J004030.3+293328	19
00 40 31.10	+52 09 06.5	J004031.1+520906	 7
00 40 39.60	-50 57 46.5	J004039.6-505746	13
00 40 44.30	-16 01 16.5	J004044.3-160116	17
00 40 44.30	-34 40 06.5	J004044.3-344006	 8
00 40 46.30	+39 36 58.5	J004046.3+393658	12
00 40 48.00	-07 13 52.5	J004048.0-071352	10
00 40 50.70	-53 12 37.0	J004050.7-531237	11
00 40 51.00	+10 03 32.0	J004051.0+100332	15
00 40 52.00	-44 07 40.0	J004052.0-440740	17
00 40 52.20	-79 14 40.0	J004052.2-791440	14
00 40 53.20	-07 42 01.5	J004053.2-074201	 8
00 41 05.50	-59 19 11.0	J004105.5-591911	12
00 41 09.10	-45 35 51.5	J004109.1-453551	17
00 41 11.80	+55 23 57.0	J004111.8+552357	12
00 41 12.20	-26 49 36.0	J004112.2-264936	21
00 41 13.10	+09 21 05.0	J004113.1+092105	17
00 41 17.70	+34 25 13.5	J004117.7+342513	 7
00 41 31.80	+12 57 40.0	J004131.8+125740	 8
00 41 31.90	-22 38 34.5	J004131.9-223834	 9
00 41 33.30	+21 18 17.5	J004133.3+211817	11
00 41 35.70	-01 21 43.5	J004135.7-012143	25
00 41 41.00	+44 10 55.5	J004141.0+441055	11
00 41 43.60	+08 33 16.5	J004143.6+083316	11
00 41 44.90	+21 25 07.5	J004144.9+212507	14
00 41 46.50	-47 01 32.5	J004146.5-470132	12
00 41 49.70	-09 18 17.0	J004149.7-091817	 9
00 41 52.30	-09 28 49.5	J004152.3-092849	15
00 41 54.00	+40 21 18.0	J004154.0+402118	 9
00 41 55.30	+50 34 05.5	J004155.3+503405	12
00 42 02.70	-14 35 57.0	J004202.7-143557	12
00 42 04.80	-42 34 18.0	J004204.8-423418	15
00 42 07.80	-28 32 13.5	J004207.8-283213	13
00 42 08.10	+36 41 15.0	J004208.1+364115	10
00 42 10.90	-13 51 46.5	J004210.9-135146	19
00 42 11.10	-42 52 45.0	J004211.1-425245	10
00 42 12.50	-54 44 31.0	J004212.5-544431	20
00 42 15.50	-25 10 22.0	J004215.5-251022	16
00 42 18.50	-77 48 04.0	J004218.5-774804	13
00 42 18.80	+40 19 42.0	J004218.8+401942	14
00 42 23.90	+04 09 58.0	J004223.9+040958	11
00 42 26.60	-13 35 36.5	J004226.6-133536	11
00 42 30.20	-44 25 02.5	J004230.2-442502	10
00 42 36.90	-10 49 19.5	J004236.9-104919	 8
00 42 36.90	-16 42 14.5	J004236.9-164214	11
00 42 40.80	+30 17 42.5	J004240.8+301742	 8
00 42 41.80	+41 15 35.0	J004241.8+411535	10
00 42 42.80	+40 51 56.5	J004242.8+405156	 9
00 42 48.40	+35 32 57.0	J004248.4+353257	 7
00 42 51.50	+41 30 56.0	J004251.5+413056	12
00 42 58.60	+33 35 57.0	J004258.6+333557	12
00 43 01.60	-53 34 36.0	J004301.6-533436	20
00 43 19.80	+00 51 31.0	J004319.8+005131	12
00 43 24.90	-20 37 28.5	J004324.9-203728	16
00 43 25.40	-16 55 44.5	J004325.4-165544	 9
00 43 30.90	+41 14 52.0	J004330.9+411452	26
00 43 33.70	-04 42 57.0	J004333.7-044257	10
00 43 35.30	-17 59 11.0	J004335.3-175911	 7
00 43 43.60	+37 25 21.0	J004343.6+372521	 9
00 43 49.30	-11 16 12.5	J004349.3-111612	13
00 43 51.20	+24 24 22.5	J004351.2+242422	14
00 43 56.50	+73 44 07.0	J004356.5+734407	17
00 44 00.00	+31 37 29.5	J004400.0+313729	11
00 44 01.50	+09 33 02.0	J004401.5+093302	 7
00 44 02.70	-74 37 37.0	J004402.7-743737	10
00 44 04.60	+01 33 44.0	J004404.6+013344	 9
00 44 23.90	-26 16 00.5	J004423.9-261600	10
00 44 25.10	+01 54 42.5	J004425.1+015442	20
00 44 26.00	-27 48 48.5	J004426.0-274848	12
00 44 30.00	-49 14 59.5	J004430.0-491459	13
00 44 35.10	+12 11 36.5	J004435.1+121136	23
00 44 44.90	-22 00 31.0	J004444.9-220031	10
00 44 45.90	+67 09 43.0	J004445.9+670943	15
00 44 50.90	-18 58 12.5	J004450.9-185812	24
00 44 51.00	-44 41 33.0	J004451.0-444133	15
00 44 59.40	+19 21 43.0	J004459.4+192143	 9
00 44 59.60	-55 08 22.5	J004459.6-550822	16
00 45 01.20	+79 30 54.5	J004501.2+793054	18
00 45 02.00	-36 08 21.0	J004502.0-360821	13
00 45 03.80	-49 07 53.0	J004503.8-490753	21
00 45 10.20	+00 15 22.0	J004510.2+001522	10
00 45 19.60	+21 27 35.5	J004519.6+212735	10
00 45 24.50	+79 43 47.5	J004524.5+794347	 8
00 45 28.70	+42 18 50.0	J004528.7+421850	12
00 45 40.40	-22 44 02.0	J004540.4-224402	14
00 45 45.40	-47 33 01.0	J004545.4-473301	10
00 45 45.60	-25 16 05.5	J004545.6-251605	17
00 45 46.00	+41 39 38.0	J004546.0+413938	 9
00 45 47.10	+66 29 59.0	J004547.1+662959	14
00 45 47.20	-00 50 34.0	J004547.2-005034	22
00 45 49.00	-31 58 22.5	J004549.0-315822	17
00 45 51.10	+54 58 34.0	J004551.1+545834	 8
00 45 54.80	-17 23 25.0	J004554.8-172325	10
00 46 20.50	+02 02 20.5	J004620.5+020220	16
00 46 22.70	+30 19 22.0	J004622.7+301922	22
00 46 25.50	+20 38 00.5	J004625.5+203800	14
00 46 46.20	+21 37 26.0	J004646.2+213726	15
00 46 49.40	+15 27 41.5	J004649.4+152741	15
00 46 53.10	+48 08 44.5	J004653.1+480844	10
00 46 55.60	-16 27 04.5	J004655.6-162704	13
00 47 00.80	+11 58 27.0	J004700.8+115827	13
00 47 02.20	-80 17 42.5	J004702.2-801742	30
00 47 03.10	-11 52 17.0	J004703.1-115217	 9
00 47 04.80	-20 47 43.5	J004704.8-204743	10
00 47 04.90	+03 19 59.0	J004704.9+031959	15
00 47 13.70	+38 12 11.0	J004713.7+381211	 9
00 47 18.10	-22 45 06.0	J004718.1-224506	 9
00 47 19.40	+14 42 15.0	J004719.4+144215	12
00 47 20.70	+24 15 50.0	J004720.7+241550	 8
00 47 20.90	-08 10 30.5	J004720.9-081030	10
00 47 33.30	-25 17 22.0	J004733.3-251722	18
00 47 46.10	+02 38 22.5	J004746.1+023822	15
00 47 53.20	-32 45 24.0	J004753.2-324524	 7
00 48 07.50	-27 37 43.5	J004807.5-273743	13
00 48 16.80	+52 19 35.5	J004816.8+521935	16
00 48 19.60	+39 41 10.0	J004819.6+394110	 7
00 48 20.70	-73 31 54.5	J004820.7-733154	 8
00 48 21.10	+71 16 22.5	J004821.1+711622	 8
00 48 23.80	+27 45 27.5	J004823.8+274527	14
00 48 35.00	-21 14 54.5	J004835.0-211454	10
00 48 38.30	-43 11 46.0	J004838.3-431146	17
00 48 38.50	-58 17 46.0	J004838.5-581746	16
00 48 45.40	+21 27 14.5	J004845.4+212714	12
00 48 59.50	+44 35 00.5	J004859.5+443500	13
00 49 01.50	+67 19 29.5	J004901.5+671929	 9
00 49 04.00	+57 49 17.0	J004904.0+574917	11
00 49 06.70	-21 09 05.5	J004906.7-210905	 8
00 49 07.40	+27 07 31.0	J004907.4+270731	17
00 49 12.90	-53 46 35.0	J004912.9-534635	10
00 49 13.80	-42 46 49.0	J004913.8-424649	14
00 49 17.30	-44 57 12.5	J004917.3-445712	 9
00 49 24.00	-29 31 28.5	J004924.0-293128	19
00 49 30.10	-24 19 04.5	J004930.1-241904	12
00 49 31.60	+11 28 32.5	J004931.6+112832	10
00 49 31.80	-58 50 47.5	J004931.8-585047	10
00 49 34.30	-14 44 20.0	J004934.3-144420	11
00 49 37.90	-18 47 51.0	J004937.9-184751	11
00 49 39.60	-18 01 31.5	J004939.6-180131	11
00 49 39.90	-41 51 33.5	J004939.9-415133	13
00 49 41.80	-01 16 57.5	J004941.8-011657	24
00 49 51.80	-24 16 20.0	J004951.8-241620	16
00 49 52.70	+39 31 37.0	J004952.7+393137	 7
00 50 00.70	-13 28 11.0	J005000.7-132811	13
00 50 07.10	-10 38 36.5	J005007.1-103836	11
00 50 11.30	-03 37 43.5	J005011.3-033743	15
00 50 17.90	+08 37 34.0	J005017.9+083734	13
00 50 19.80	-46 18 26.0	J005019.8-461826	21
00 50 20.80	+10 52 21.5	J005020.8+105221	12
00 50 24.30	-64 04 06.0	J005024.3-640406	 8
00 50 29.20	+11 29 02.0	J005029.2+112902	13
00 50 33.30	+24 49 01.0	J005033.3+244901	 9
00 50 34.20	+04 41 52.5	J005034.2+044152	11
00 50 39.70	+56 15 45.5	J005039.7+561545	15
00 50 40.50	-25 41 15.0	J005040.5-254115	17
00 50 41.00	-09 28 55.5	J005041.0-092855	 7
00 50 50.60	+35 36 45.5	J005050.6+353645	 8
00 50 52.40	-71 09 14.5	J005052.4-710914	11
00 50 55.90	+08 02 44.5	J005055.9+080244	 8
00 51 01.30	-32 04 05.5	J005101.3-320405	11
00 51 01.50	+20 08 27.5	J005101.5+200827	17
00 51 05.00	+54 25 13.5	J005105.0+542513	11
00 51 07.00	+76 50 42.5	J005107.0+765042	 7
00 51 08.00	-73 21 34.0	J005108.0-732134	21
00 51 11.80	-11 37 00.5	J005111.8-113700	16
00 51 12.10	-48 33 15.5	J005112.1-483315	34
00 51 17.00	-13 06 41.0	J005117.0-130641	16
00 51 17.70	-62 41 54.0	J005117.7-624154	12
00 51 18.00	-14 47 51.0	J005118.0-144751	 9
00 51 18.20	+13 54 37.5	J005118.2+135437	11
00 51 18.20	-28 30 59.5	J005118.2-283059	28
00 51 19.60	-70 55 53.5	J005119.6-705553	18
00 51 28.40	-08 42 45.5	J005128.4-084245	15
00 51 32.30	-30 19 57.0	J005132.3-301957	14
00 51 34.80	+29 24 08.0	J005134.8+292408	10
00 51 37.30	-34 36 46.0	J005137.3-343646	12
00 51 39.90	+27 20 46.5	J005139.9+272046	15
00 51 54.80	+17 25 52.0	J005154.8+172552	 7
00 51 54.80	+48 58 50.5	J005154.8+485850	11
00 52 07.50	+10 36 12.0	J005207.5+103612	 8
00 52 22.00	+20 56 32.0	J005222.0+205632	10
00 52 25.70	-39 26 14.5	J005225.7-392614	20
00 52 34.20	+10 42 31.0	J005234.2+104231	11
00 52 35.50	-49 25 35.5	J005235.5-492535	11
00 52 38.20	-18 22 29.5	J005238.2-182229	 8
00 52 38.40	-18 59 50.0	J005238.4-185950	14
00 52 45.80	-27 28 34.0	J005245.8-272834	 9
00 52 46.40	-80 15 39.0	J005246.4-801539	27
00 52 47.00	-19 55 02.0	J005247.0-195502	15
00 52 50.90	+43 36 17.5	J005250.9+433617	10
00 52 52.20	-47 37 22.0	J005252.2-473722	 9
00 52 55.30	-56 37 47.5	J005255.3-563747	10
00 53 00.80	+68 21 25.0	J005300.8+682125	11
00 53 04.60	+48 29 42.0	J005304.6+482942	18
00 53 07.50	-74 39 03.0	J005307.5-743903	 6
00 53 16.90	-27 26 12.5	J005316.9-272612	14
00 53 17.60	-32 59 51.5	J005317.6-325951	 8
00 53 23.60	-24 40 20.5	J005323.6-244020	13
00 53 24.40	+55 37 42.0	J005324.4+553742	 9
00 53 35.30	+12 41 37.5	J005335.3+124137	 7
00 53 41.20	-06 15 52.5	J005341.2-061552	14
00 53 46.90	+22 32 09.5	J005346.9+223209	 9
00 53 47.30	-19 49 08.5	J005347.3-194908	16
00 53 50.40	-01 30 23.0	J005350.4-013023	12
00 53 51.30	+22 12 22.0	J005351.3+221222	12
00 53 51.30	+35 29 49.0	J005351.3+352949	 8
00 54 06.40	+29 46 21.0	J005406.4+294621	10
00 54 15.90	+51 08 16.0	J005415.9+510816	14
00 54 41.90	+00 00 56.5	J005441.9+000056	14
00 54 47.20	-24 55 32.0	J005447.2-245532	12
00 54 47.60	+27 31 06.0	J005447.6+273106	15
00 54 52.30	+25 25 34.0	J005452.3+252534	 8
00 55 02.50	-02 46 07.0	J005502.5-024607	12
00 55 14.40	-03 54 30.5	J005514.4-035430	14
00 55 15.00	+30 15 27.0	J005515.0+301527	12
00 55 19.10	+52 29 34.0	J005519.1+522934	14
00 55 25.80	-49 56 49.0	J005525.8-495649	11
00 55 28.00	+46 11 43.0	J005528.0+461143	27
00 55 29.00	-37 31 36.0	J005529.0-373136	20
00 55 45.40	-34 37 04.5	J005545.4-343704	12
00 55 49.60	+50 46 07.5	J005549.6+504607	18
00 55 55.30	+26 23 15.5	J005555.3+262315	22
00 55 55.90	-51 14 22.0	J005555.9-511422	22
00 55 57.60	-47 08 50.5	J005557.6-470850	14
00 56 00.00	+26 19 31.5	J005600.0+261931	24
00 56 01.60	+02 49 16.5	J005601.6+024916	19
00 56 04.80	+41 53 19.0	J005604.8+415319	 9
00 56 07.60	+25 48 02.5	J005607.6+254802	10
00 56 16.10	+52 29 26.0	J005616.1+522926	12
00 56 17.50	-01 15 01.0	J005617.5-011501	18
00 56 20.10	-09 36 26.0	J005620.1-093626	 9
00 56 26.30	-01 06 15.5	J005626.3-010615	15
00 56 42.00	+60 43 00.5	J005642.0+604300	 6
00 56 55.10	-75 13 49.5	J005655.1-751349	 7
00 56 55.50	-51 52 32.0	J005655.5-515232	 7
00 57 08.10	+10 25 54.5	J005708.1+102554	 7
00 57 08.50	-24 48 08.5	J005708.5-244808	 9
00 57 09.30	+34 51 56.5	J005709.3+345156	12
00 57 12.70	+23 24 58.0	J005712.7+232458	 8
00 57 18.60	-82 45 26.5	J005718.6-824526	 9
00 57 20.40	-22 23 00.0	J005720.4-222300	 8
00 57 27.40	-26 18 01.5	J005727.4-261801	25
00 57 29.80	-41 58 28.5	J005729.8-415828	10
00 57 37.30	+04 44 59.5	J005737.3+044459	11
00 57 39.60	-15 13 15.5	J005739.6-151315	20
00 58 02.10	-08 23 42.5	J005802.1-082342	14
00 58 07.50	-46 04 20.5	J005807.5-460420	10
00 58 08.50	-05 40 11.0	J005808.5-054011	38
00 58 13.80	-14 29 37.0	J005813.8-142937	12
00 58 17.10	+17 23 00.5	J005817.1+172300	 8
00 58 22.80	-02 41 26.0	J005822.8-024126	12
00 58 37.90	-36 05 59.0	J005837.9-360559	 8
00 58 37.90	-71 35 42.5	J005837.9-713542	 9
00 58 45.10	-05 53 09.0	J005845.1-055309	12
00 58 46.20	+32 06 27.5	J005846.2+320627	11
00 58 47.90	-56 59 12.5	J005847.9-565912	10
00 59 16.30	-01 50 30.5	J005916.3-015030	14
00 59 32.30	-35 10 49.5	J005932.3-351049	10
00 59 32.70	-15 40 32.5	J005932.7-154032	11
00 59 40.80	-45 21 27.0	J005940.8-452127	14
00 59 41.10	-54 07 54.5	J005941.1-540754	15
00 59 47.90	-15 59 07.5	J005947.9-155907	 9
00 59 53.30	+31 49 34.0	J005953.3+314934	 7
01 00 00.70	+19 11 56.5	J010000.7+191156	10
01 00 10.10	+31 27 30.5	J010010.1+312730	14
01 00 13.40	-15 17 55.5	J010013.4-151755	21
01 00 13.60	-38 18 40.5	J010013.6-381840	 9
01 00 13.90	+21 35 36.5	J010013.9+213536	15
01 00 14.00	+05 52 00.0	J010014.0+055200	11
01 00 16.00	+12 50 52.5	J010016.0+125052	15
01 00 27.90	-51 13 46.5	J010027.9-511346	 8
01 00 30.80	+09 17 50.0	J010030.8+091750	11
01 00 35.30	-27 19 08.5	J010035.3-271908	13
01 00 40.20	-25 38 44.5	J010040.2-253844	23
01 00 49.50	+04 49 38.0	J010049.5+044938	25
01 00 52.10	+31 11 36.0	J010052.1+311136	 9
01 00 52.20	-05 20 32.5	J010052.2-052032	11
01 01 11.40	-42 04 03.5	J010111.4-420403	13
01 01 12.00	-09 27 46.0	J010112.0-092746	14
01 01 17.70	-45 56 32.5	J010117.7-455632	14
01 01 20.40	+65 52 30.0	J010120.4+655230	 8
01 01 22.20	-05 19 16.5	J010122.2-051916	17
01 01 23.50	-03 08 46.5	J010123.5-030846	19
01 01 24.90	+41 15 03.0	J010124.9+411503	 9
01 01 31.00	-42 53 46.5	J010131.0-425346	13
01 01 33.10	-27 12 55.0	J010133.1-271255	10
01 01 45.40	-12 07 51.0	J010145.4-120751	10
01 01 58.30	-55 23 46.5	J010158.3-552346	19
01 02 12.20	+81 52 28.5	J010212.2+815228	 8
01 02 15.70	+05 03 29.0	J010215.7+050329	12
01 02 18.80	+12 01 53.5	J010218.8+120153	15
01 02 24.70	+61 03 56.5	J010224.7+610356	12
01 02 27.10	-00 39 11.5	J010227.1-003911	11
01 02 35.30	-24 06 49.5	J010235.3-240649	13
01 02 39.30	-23 13 51.5	J010239.3-231351	16
01 02 41.50	-43 21 30.0	J010241.5-432130	15
01 02 42.80	-21 52 50.0	J010242.8-215250	12
01 02 43.00	+01 08 05.0	J010243.0+010805	23
01 02 51.30	-20 01 54.0	J010251.3-200154	 9
01 02 51.40	+18 57 06.0	J010251.4+185706	12
01 02 56.30	+69 13 47.5	J010256.3+691347	10
01 03 02.40	+57 27 24.5	J010302.4+572724	14
01 03 03.80	+10 07 50.5	J010303.8+100750	12
01 03 12.70	-55 40 20.5	J010312.7-554020	 9
01 03 13.40	-48 05 08.5	J010313.4-480508	21
01 03 13.50	+02 21 07.0	J010313.5+022107	11
01 03 14.40	+20 05 47.5	J010314.4+200547	 9
01 03 18.00	+62 21 46.0	J010318.0+622146	 9
01 03 19.50	-41 04 45.0	J010319.5-410445	18
01 03 21.40	-22 33 28.5	J010321.4-223328	19
01 03 25.90	+53 37 21.0	J010325.9+533721	11
01 03 33.70	-64 39 25.0	J010333.7-643925	12
01 03 35.50	+23 51 08.0	J010335.5+235108	26
01 03 40.80	+40 51 24.0	J010340.8+405124	 8
01 03 42.70	+47 32 54.0	J010342.7+473254	18
01 03 46.90	-60 24 44.5	J010346.9-602444	16
01 03 49.20	-25 55 08.5	J010349.2-255508	10
01 03 51.30	-48 12 44.0	J010351.3-481244	14
01 04 00.40	-20 27 22.0	J010400.4-202722	10
01 04 03.50	-72 01 58.0	J010403.5-720158	 7
01 04 07.60	+26 35 13.0	J010407.6+263513	 8
01 04 19.00	+61 34 35.5	J010419.0+613435	14
01 04 27.50	+29 39 26.0	J010427.5+293926	11
01 04 33.10	+55 33 39.0	J010433.1+553339	14
01 04 34.10	-23 59 19.5	J010434.1-235919	30
01 04 34.70	+41 18 16.0	J010434.7+411816	19
01 04 50.60	+40 41 05.5	J010450.6+404105	23
01 05 00.10	-72 23 05.0	J010500.1-722305	11
01 05 01.90	+02 01 44.5	J010501.9+020144	26
01 05 03.80	+50 33 29.0	J010503.8+503329	11
01 05 06.00	+28 15 05.0	J010506.0+281505	10
01 05 08.90	+33 11 37.0	J010508.9+331137	20
01 05 15.10	+80 27 13.0	J010515.1+802713	 9
01 05 17.50	-58 26 18.0	J010517.5-582618	11
01 05 27.60	-17 12 20.5	J010527.6-171220	10
01 05 33.80	-24 41 00.5	J010533.8-244100	11
01 05 35.40	+19 25 17.5	J010535.4+192517	22
01 05 36.20	-04 02 02.0	J010536.2-040202	12
01 05 38.70	-14 16 10.0	J010538.7-141610	 8
01 05 46.70	-34 31 50.5	J010546.7-343150	 8
01 05 50.10	+04 54 21.0	J010550.1+045421	16
01 05 56.10	-35 56 01.5	J010556.1-355601	12
01 05 58.60	-26 06 29.5	J010558.6-260629	14
01 06 02.80	-35 45 41.0	J010602.8-354541	16
01 06 05.90	-46 43 09.5	J010605.9-464309	10
01 06 07.20	-23 59 07.5	J010607.2-235907	12
01 06 09.40	-52 15 51.0	J010609.4-521551	10
01 06 20.90	+33 05 56.0	J010620.9+330556	16
01 06 26.00	-14 17 24.0	J010626.0-141724	13
01 06 42.10	+39 30 03.5	J010642.1+393003	10
01 06 44.50	-10 33 57.0	J010644.5-103357	15
01 06 46.10	-23 58 00.0	J010646.1-235800	 9
01 06 49.20	-22 51 22.5	J010649.2-225122	 7
01 06 49.50	+01 03 17.0	J010649.5+010317	10
01 06 51.60	-02 29 12.5	J010651.6-022912	12
01 06 52.80	-32 43 38.5	J010652.8-324338	12
01 06 56.30	-11 49 58.0	J010656.3-114958	17
01 07 03.80	+19 08 58.5	J010703.8+190858	10
01 07 07.90	+44 03 52.0	J010707.9+440352	12
01 07 09.10	-32 16 48.5	J010709.1-321648	17
01 07 11.70	-19 35 29.5	J010711.7-193529	 7
01 07 19.20	-11 17 32.0	J010719.2-111732	29
01 07 19.30	-61 46 33.5	J010719.3-614633	 8
01 07 21.20	+32 22 54.0	J010721.2+322254	34
