#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2007-01-30T20:45:32
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml24157	

#RESOURCE=5050
#Name: V/50
#Title:	Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Table	V_50_catalog:
#Name: V/50/catalog
#Title:	The main part of the Catalogue
#Coosys	J2000_2000.000:	eq_FK5 2000_2000.000
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)
#---List of  values:     	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#HR	RAJ2000	DEJ2000	Vmag	B-V
#	"h:m:s"	"d:m:s"	mag	mag
#----	----------	---------	-----	-----
 460	01 35 15.2	-58 08 22	 6.01	 0.38
 461	01 38 07.6	+57 58 39	 5.56	 1.38
 462	01 36 08.4	-29 54 27	 5.69	 0.33
 463	01 37 05.9	+12 08 30	 5.57	 0.35
 464	01 37 59.6	+48 37 42	 3.57	 1.28
 465	01 38 31.7	+45 24 00	 6.36	 0.04
 466	01 37 37.7	-09 24 14	 6.24	 0.53
 467	01 33 39.2	-78 30 17	 6.11	 0.97
 468	01 36 44.8	-58 16 15	 6.18	 1.61
 469	01 39 21.0	+44 23 10	 4.98	 0.89
 470	01 40 13.1	+53 52 06	 6.39	 1.61
 471	01 38 27.4	-36 31 42	 5.94	 1.05
 472	01 37 42.9	-57 14 12	 0.46	-0.16
 473	01 38 51.8	-21 16 31	 5.58	 0.34
 474	01 38 50.0	-25 01 19	 6.70	-0.08
 475	01 39 40.8	+16 24 21	 5.97	 1.12
 476	01 40 39.8	+43 17 52	 5.61	 0.21
 477	01 40 34.8	+40 34 37	 4.94	-0.09
 478	01 42 20.5	+68 02 35	 5.59	-0.07
 479	01 38 48.2	-53 26 20	 6.84	 0.44
 480	01 42 55.9	+70 37 21	 5.18	-0.04
 481	01 42 03.0	+61 02 18	 6.71	-0.03
 482	01 42 17.8	+58 37 40	 6.37	-0.02
 483	01 41 47.2	+42 36 49	 4.95	 0.62
 484	01 41 18.4	+25 44 45	 6.17	 0.44
 485	01 41 39.2	+30 02 50	 5.99	 1.01
 486	01 39 47.4	-56 11 53	 5.87	 0.90
 487	01 39 47.8	-56 11 41	 5.76	 0.87
 488	01 42 58.4	+61 25 18	 6.34	 0.01
 489	01 41 25.9	+05 29 15	 4.44	 1.36
 490	01 42 03.5	+35 14 44	 5.64	-0.07
 491	01 43 19.7	+60 33 04	 5.78	-0.02
 492	01 41 44.7	-11 19 29	 5.75	 0.44
 493	01 42 29.8	+20 16 07	 5.24	 0.84
 494	01 41 27.3	-38 07 59	 6.17	 0.42
 495	01 43 16.5	+45 19 20	 6.34	 1.01
 496	01 43 39.6	+50 41 19	 4.07	-0.04
 497	01 42 08.6	-32 19 37	 5.25	 1.05
 498	01 42 03.0	-36 49 57	 5.72	-0.01
 499	01 44 17.9	+57 32 11	 6.21	 0.10
 500	01 42 43.5	-03 41 25	 4.99	 1.38
 501	01 41 41.1	-50 02 20	 6.64	 0.12
 502	01 44 46.1	+57 05 21	 6.25	 0.04
 503	01 43 50.0	+32 11 30	 6.34	
 504	01 44 26.5	+46 08 23	 6.35	
 505	01 41 48.0	-60 47 22	 5.71	 1.27
 506	01 42 29.3	-53 44 26	 5.52	 0.53
 507	01 43 54.8	-04 45 56	 6.19	 1.54
 508	01 44 55.8	+20 04 59	 6.27	 0.75
 509	01 44 04.1	-15 56 15	 3.50	 0.72
 510	01 45 23.6	+09 09 28	 4.26	 0.96
 511	01 47 44.8	+63 51 08	 5.63	 0.81
 512	01 37 55.6	-82 58 30	 5.87	 0.61
 513	01 45 59.3	-05 44 00	 5.34	 1.52
 514	01 45 38.8	-25 03 09	 5.31	 0.39
 515	01 46 35.3	+17 24 47	 6.55	 0.25
 516	01 41 21.3	-79 08 54	 6.33	 0.94
 517	01 46 01.0	-27 20 57	 6.39	 0.36
 518	01 47 48.0	+46 13 47	 6.32	 0.43
 519	01 46 05.8	-50 48 59	 5.49	 1.60
 520	01 46 06.3	-53 31 19	 5.04	 0.04
 521	01 48 38.9	+37 57 10	 5.94	 0.97
 522	01 48 10.9	+16 57 20	 5.84	-0.03
 523	01 48 41.6	+32 41 25	 5.79	 0.55
 524	01 47 16.8	-41 45 36	 6.18	 1.54
 525	01 37 28.0	-84 46 11	 5.69	 0.94
 526	01 49 15.7	+47 53 49	 5.82	 0.29
 527	01 48 26.0	+03 41 08	 5.91	 0.97
 528	01 47 47.8	-37 09 35	 6.32	 1.02
 529	01 50 57.1	+51 56 00	 5.90	 0.43
 530	01 50 08.5	+22 16 31	 5.86	 0.74
 531	01 49 35.1	-10 41 11	 4.67	 0.33
 532	01 49 19.5	-31 04 22	 6.34	 1.22
 533	01 51 59.3	+55 08 51	 5.52	-0.18
 534	01 50 52.0	+11 02 36	 5.94	 0.30
 535	01 49 48.8	-38 24 14	 6.37	 0.52
 536	01 52 09.4	+50 47 34	 5.79	-0.07
 537	01 50 20.2	-47 48 59	 6.14	 1.01
 538	01 52 50.8	+51 28 29	 6.26	
 539	01 51 27.6	-10 20 06	 3.73	 1.14
 540	01 53 48.5	+55 35 53	 6.45	 0.18
 541	01 50 54.5	-50 12 22	 5.94	 0.14
 542	01 54 23.7	+63 40 12	 3.38	-0.15
 543	01 53 17.3	+40 43 47	 5.40	 1.32
 544	01 53 04.9	+29 34 44	 3.41	 0.49
 545	01 53 31.8	+19 17 45	 4.83	
 546	01 53 31.8	+19 17 37	 4.75	-0.04
 547	01 52 52.1	-16 55 45	 5.80	 0.27
 548	01 56 00.0	+68 41 07	 4.99	-0.10
 549	01 53 33.3	+03 11 15	 4.62	 0.94
 550	01 47 46.5	-80 10 36	 6.06	 0.34
 551	01 54 53.8	+40 42 07	 6.24	 1.25
 552	01 54 57.5	+37 07 42	 6.26	 1.17
 553	01 54 38.4	+20 48 29	 2.64	 0.13
 554	01 53 23.2	-38 35 41	 6.10	 1.12
 555	01 53 38.8	-46 18 09	 4.41	 1.59
 556	01 55 54.4	+37 16 40	 5.89	 1.63
 557	01 56 09.3	+37 15 06	 5.67	 1.06
 558	01 54 22.0	-42 29 49	 5.11	-0.06
 559	01 55 51.0	+23 34 38	 5.74	 1.19
 560	01 55 53.8	+01 50 59	 6.01	 0.56
 561	01 58 33.3	+61 41 53	 6.02	-0.04
 562	01 57 56.4	+41 41 40	 6.78	-0.06
 563	01 57 21.1	+17 49 03	 5.10	 0.92
 564	01 57 43.8	+27 48 16	 5.82	 1.60
 565	01 56 40.2	-22 31 37	 4.85	 1.42
 566	01 55 57.5	-51 36 32	 3.70	 0.85
 567	01 59 38.0	+64 37 17	 5.26	 0.01
 568	01 58 33.6	+49 12 15	 5.69	 1.01
 569	01 57 55.7	+23 35 46	 4.79	 0.28
 570	01 54 56.1	-67 38 50	 4.69	 0.95
 571	01 55 46.4	-60 51 41	 6.06	 0.37
 572	02 02 57.2	+77 54 59	 6.04	 1.14
 573	01 57 00.1	-51 45 58	 6.10	 0.48
 574	01 57 10.0	-47 23 06	 4.83	 0.88
 575	02 01 57.4	+70 54 25	 4.54	 0.16
 576	01 58 26.7	-33 04 00	 6.35	 1.02
 577	01 59 35.7	+21 03 30	 5.87	 1.03
 578	01 59 25.9	+12 17 41	 6.09	 0.19
 579	02 03 10.5	+73 51 02	 6.23	
 580	02 03 26.1	+72 25 17	 3.98	-0.01
 581	02 05 07.4	+77 16 53	 5.38	 0.31
 582	02 00 09.2	+03 05 50	 5.88	 0.62
 583	01 59 46.1	-20 49 28	 5.41	 1.65
 584	01 57 53.6	-65 25 29	 6.37	 0.90
 585	02 00 00.3	-21 04 40	 4.00	 1.57
 586	02 02 52.7	+64 54 05	 6.00	 0.03
 587	02 00 26.9	-08 31 25	 5.51	 1.52
 588	01 59 38.8	-42 01 50	 5.57	 1.06
 589	02 03 00.3	+64 23 24	 5.58	 0.38
 590	02 02 18.1	+54 29 15	 5.04	-0.08
 591	01 58 46.2	-61 34 11	 2.86	 0.28
 592	02 05 31.2	+76 06 54	 5.22	 0.95
 593	01 55 50.5	-78 20 54	 6.16	 0.44
 594	02 01 14.7	-30 00 06	 5.35	 0.88
 595	02 02 02.8	+02 45 49	 5.23	
 596	02 02 02.8	+02 45 49	 4.33	 0.03
 597	02 09 25.3	+81 17 45	 6.05	 0.11
 598	02 04 40.1	+65 06 12	 6.52	 0.00
 599	02 02 58.0	+33 17 02	 5.50	 0.03
 600	01 59 41.1	-66 03 59	 6.10	 1.17
 601	02 02 35.2	+13 28 36	 5.94	 1.59
 602	02 01 42.4	-44 42 49	 5.14	 1.49
 603	02 03 54.0	+42 19 47	 2.26	 1.37
 604	02 03 54.7	+42 19 51	 4.84	 0.03
 605	02 03 39.3	+25 56 08	 5.63	 0.54
 606	02 02 28.1	-29 39 54	 6.42	 0.14
 607	02 03 11.7	+00 07 42	 5.43	 0.15
 608	02 02 58.6	-15 18 21	 5.86	 0.98
 609	02 03 42.6	+18 15 12	 6.21	 1.42
 610	02 03 48.2	-00 20 25	 5.93	 0.88
 611	02 03 40.5	-04 06 13	 5.62	 1.59
 612	02 04 29.4	-29 17 49	 4.69	-0.17
 613	02 06 33.9	+22 38 54	 5.03	 0.11
 614	02 06 12.3	+08 14 51	 6.31	 1.65
 615	02 06 49.2	+25 42 17	 6.15	-0.03
 616	02 06 29.3	+00 02 06	 6.28	 0.90
 617	02 07 10.4	+23 27 45	 2.00	 1.15
 618	02 08 40.5	+58 25 25	 5.67	 0.61
 619	02 08 33.6	+44 27 34	 6.42	
 620	02 08 29.3	+37 51 33	 4.82	 0.12
 621	02 10 07.8	+53 50 35	 6.31	 0.95
 622	02 09 32.6	+34 59 14	 3.00	 0.14
 623	02 09 25.3	+25 56 23	 4.98	 0.33
 624	02 09 23.1	+17 13 28	 6.43	
 625	02 08 45.7	-17 46 46	 6.10	 1.61
 626	02 13 21.2	+74 01 40	 6.29	 0.91
 627	02 11 29.0	+57 38 45	 6.36	 0.33
 628	02 10 52.8	+39 02 22	 5.63	-0.02
 629	02 10 53.7	+39 02 35	 6.10	-0.07
 630	02 09 34.8	-24 20 45	 6.48	 0.29
 631	02 10 37.6	+19 30 01	 5.70	 1.65
 632	02 09 09.3	-43 31 00	 5.85	 1.19
 633	02 11 12.0	+25 56 13	 6.02	 1.36
 634	02 11 25.0	+31 31 35	 6.23	 0.11
 635	02 11 21.1	+08 34 11	 5.63	 0.56
 636	02 10 04.9	-43 48 56	 6.32	 0.90
 637	02 10 25.6	-50 49 28	 6.12	 0.82
 638	02 11 22.2	-10 03 08	 6.01	 0.39
 639	02 11 35.8	-01 49 31	 5.93	 0.97
 640	02 14 29.1	+66 31 28	 6.07	 0.63
 641	02 13 41.5	+58 33 40	 6.44	 0.60
 642	02 12 22.3	+30 18 11	 4.94	 0.78
 643	02 13 13.3	+44 13 54	 4.83	 1.48
 644	02 12 37.5	+24 10 04	 5.96	 1.37
 645	02 13 36.3	+51 03 57	 5.31	 0.93
 646	02 12 48.1	+21 12 39	 5.27	 0.43
 647	02 14 02.6	+47 29 03	 6.06	 0.40
 648	02 13 03.3	+15 16 47	 5.71	 1.55
 649	02 13 00.0	+08 50 48	 4.37	 0.89
 650	02 12 47.5	-02 23 37	 5.54	 0.57
 651	02 13 00.9	-21 00 01	 5.86	 1.01
 652	02 12 54.5	-30 43 26	 5.28	-0.02
 653	02 15 57.9	+47 48 41	 6.33	
 654	02 16 51.7	+57 03 19	 6.48	 0.28
 655	02 15 56.2	+33 21 32	 5.28	-0.01
 656	02 15 46.0	+25 46 59	 5.79	 0.44
 657	02 15 42.8	+25 02 35	 5.58	 0.49
 658	02 15 28.3	-09 27 56	 6.55	-0.02
 659	02 14 32.0	-41 10 00	 5.91	 0.97
 660	02 17 03.2	+34 13 27	 4.87	 0.61
 661	02 17 59.9	+57 53 59	 5.75	 1.17
 662	02 18 04.5	+57 31 00	 5.98	 1.05
 663	02 17 33.4	+44 18 25	 6.70	
 664	02 17 18.9	+33 50 50	 4.01	 0.02
 665	02 17 10.4	+23 46 04	 6.55	 1.02
 666	02 16 59.0	-06 25 20	 5.51	 0.96
 667	02 14 14.7	-67 50 30	 5.55	 1.55
 668	02 20 12.9	+64 20 14	 6.60	-0.03
 669	02 18 07.5	+19 54 04	 5.62	 0.01
 670	02 19 16.8	+47 22 48	 5.30	-0.01
 671	02 19 10.9	+46 28 21	 6.21	
 672	02 18 01.4	+01 45 28	 5.58	 0.60
 673	02 19 22.7	+48 57 19	 6.37	
 674	02 16 30.6	-51 30 44	 3.56	-0.12
 675	02 18 57.0	+28 38 33	 5.03	 0.04
 676	02 18 58.0	+23 10 04	 6.46	 0.34
 677	02 19 37.3	+39 50 06	 6.63	-0.09
 678	02 15 28.5	-67 44 47	 5.69	 1.30
 679	02 20 41.4	+47 18 39	 6.11	-0.08
 680	02 20 04.4	+30 11 18	 6.47	
 681	02 19 20.7	-02 58 39	 3.04	 1.42
 682	02 20 58.2	+50 09 05	 5.59	-0.13
 683	02 18 58.5	-25 56 44	 6.34	 0.73
 684	02 19 40.8	-04 20 44	 6.50	 0.08
 685	02 22 21.4	+55 50 44	 5.17	 0.37
 686	02 19 24.7	-41 50 54	 6.37	 1.16
 687	02 22 50.3	+41 23 47	 5.82	 0.27
 688	02 19 54.3	-55 56 41	 5.81	 1.55
 689	02 21 56.6	+00 23 45	 5.28	 1.65
 690	02 23 51.8	+55 21 52	 6.28	 0.86
 691	02 22 12.4	-00 53 06	 5.42	 0.31
 692	02 22 01.4	-10 46 40	 5.46	 0.35
 693	02 22 05.0	-17 39 44	 5.87	 1.23
 694	02 24 24.9	+50 00 24	 5.19	 0.98
 695	02 22 32.6	-23 48 59	 5.20	 0.60
 696	02 25 16.0	+56 36 36	 6.25	 0.31
 697	02 22 57.8	-18 21 16	 6.22	 0.94
 698	02 22 11.8	-43 12 00	 6.31	 1.00
 699	02 25 37.4	+50 16 43	 4.71	 1.53
 700	02 23 06.5	-37 34 35	 6.53	 1.61
 701	02 22 54.6	-51 05 32	 5.92	 0.22
 702	02 24 49.0	+10 36 38	 5.47	-0.10
 703	02 24 20.1	-25 50 51	 6.44	 1.32
 704	02 24 58.4	-02 46 48	 6.33	 0.00
 705	02 21 44.9	-68 39 34	 4.09	 0.03
 706	02 24 33.8	-40 50 26	 6.18	 0.66
 707	02 29 04.0	+67 24 09	 4.52	 0.12
 708	02 25 57.0	-12 17 26	 4.89	-0.03
 709	02 27 51.8	+50 34 11	 6.12	 0.41
 710	02 26 00.3	-15 20 28	 5.83	 0.15
 711	02 27 07.0	+27 00 48	 6.18	 1.43
 712	02 27 27.7	+31 48 05	 5.54	 1.12
 713	02 26 35.2	-20 02 34	 5.88	 1.26
 714	02 24 53.9	-60 18 43	 5.35	 0.39
 715	02 22 52.3	-73 38 45	 5.01	 1.09
 716	02 29 25.0	+55 32 11	 6.51	 0.09
 717	02 28 10.0	+29 40 10	 5.29	
 718	02 28 09.5	+08 27 36	 4.28	-0.06
 719	02 28 00.0	+01 57 39	 6.45	 0.97
 720	02 28 48.5	+29 55 55	 5.89	 0.58
 721	02 26 59.1	-47 42 14	 4.25	-0.14
 722	02 25 26.3	-66 29 41	 6.41	 1.54
 723	02 29 13.6	+23 28 08	 6.19	 0.15
 724	02 28 01.7	-33 48 40	 5.14	 0.10
 725	02 29 35.3	+09 33 57	 6.07	 1.02
 726	02 30 16.6	+33 50 02	 6.25	 1.07
 727	02 28 35.4	-31 06 09	 6.11	 1.11
 728	02 30 32.4	+25 14 06	 5.92	 0.41
 729	02 30 38.4	+19 51 19	 6.15	 0.25
 730	02 29 55.4	-22 40 58	 6.77	 0.19
 731	02 30 54.4	+17 42 14	 6.23	 0.90
 732	02 30 45.2	+00 15 19	 6.00	 0.17
 733	02 30 13.8	-25 11 11	 6.51	 0.29
 734	02 28 04.4	-64 17 59	 6.37	-0.04
 735	02 30 32.8	-22 32 44	 6.10	 1.61
 736	02 32 06.2	+36 08 50	 5.15	 1.47
 737	02 31 30.1	+02 16 02	 5.25	 1.27
 738	02 32 52.5	+34 32 33	 5.83	 1.07
 739	02 32 09.4	-01 02 06	 5.35	 1.02
 740	02 32 05.2	-15 14 41	 4.75	 0.45
 741	02 32 54.1	+15 02 05	 6.04	 0.54
 742	02 32 14.8	-36 25 39	 6.30	 1.02
 743	02 38 02.0	+72 49 06	 5.16	 0.88
 744	02 33 07.0	-34 39 00	 5.90	 1.06
 745	02 33 40.2	-20 00 07	 6.21	 1.10
 746	02 35 27.9	+39 39 52	 6.36	-0.10
 747	02 37 36.1	+65 44 44	 5.78	 1.56
 748	02 35 38.8	+37 18 44	 5.71	 1.39
 749	02 33 50.7	-28 13 57	 4.90	-0.05
 750	02 35 46.8	+34 41 15	 5.35	 1.66
 751	02 35 04.1	+07 28 17	 6.18	 1.06
 752	02 34 42.7	-07 51 34	 5.75	 1.40
 753	02 36 04.9	+06 53 13	 5.82	 0.98
 754	02 35 52.5	+05 35 36	 4.86	 0.87
 755	02 33 54.6	-51 05 37	 6.24	 0.52
 756	02 36 57.2	+38 43 58	 5.90	 0.48
 757	02 36 42.9	+31 36 27	 6.10	 1.05
 758	02 37 02.5	+34 15 50	 5.30	 1.55
 759	02 36 00.0	-07 49 54	 5.53	 1.59
 760	02 37 20.8	+39 53 45	 6.54	-0.12
 761	02 37 06.4	+32 53 31	 6.25	 0.48
 762	02 33 33.6	-62 35 13	 6.77	-0.06
 763	02 36 37.9	+12 26 51	 5.68	 0.49
 764	02 36 57.7	+24 38 54	 7.09	 0.50
 765	02 37 00.5	+24 38 51	 6.50	 0.41
 766	02 36 35.1	+07 43 47	 5.81	 1.04
 767	02 36 09.3	-30 02 41	 5.75	 1.02
 768	02 38 17.8	+37 43 36	 6.18	 0.47
 769	02 38 27.8	+38 05 22	 6.30	-0.03
 770	02 38 00.8	+07 41 43	 6.39	 0.44
 771	02 37 41.8	-03 23 46	 5.65	 1.02
 772	02 36 58.6	-34 34 42	 5.79	 0.66
 773	02 38 49.0	+21 57 41	 5.43	 0.16
 774	02 47 47.6	+81 26 54	 5.78	 1.30
 775	02 38 36.9	+03 26 35	 6.21	 1.00
 776	02 31 40.5	-79 06 34	 5.28	 0.98
 777	02 38 18.7	-30 11 39	 5.83	 0.48
 778	02 37 24.4	-52 32 35	 5.31	 0.27
 779	02 39 29.0	+00 19 43	 4.07	-0.22
 780	02 38 24.8	-37 59 26	 6.49	 0.52
 781	02 39 33.8	-11 52 20	 4.84	 0.45
 782	02 40 41.1	+27 03 39	 5.30	 0.09
 783	02 40 15.7	+06 06 43	 6.25	 0.40
 784	02 40 12.3	-09 27 11	 5.78	 0.52
 785	02 43 02.8	+55 06 21	 5.77	-0.13
 786	02 40 02.5	-30 38 02	 6.52	 1.04
 787	02 42 59.7	+53 31 34	 5.84	 1.12
 788	02 42 14.9	+40 11 38	 4.91	 0.59
 789	02 39 48.0	-42 53 30	 4.75	 0.06
 790	02 41 13.9	-00 41 45	 5.71	 0.52
 791	02 44 49.7	+67 49 29	 5.95	 0.10
 792	02 43 01.9	+48 15 56	 6.48	
 793	02 42 22.0	+20 00 42	 5.69	-0.02
 794	02 40 40.0	-39 51 20	 4.11	 1.02
 795	02 41 48.3	-03 12 48	 6.05	 1.17
 796	02 41 34.0	-14 32 58	 5.98	 0.43
 797	02 42 28.9	+10 44 30	 6.30	 0.06
 798	02 39 31.7	-64 16 55	 6.55	-0.08
 799	02 44 12.0	+49 13 42	 4.12	 0.49
 800	02 44 05.2	+44 17 49	 5.43	 0.90
 801	02 43 27.1	+27 42 26	 4.66	-0.13
 802	02 40 39.6	-54 33 00	 5.21	 0.40
 803	02 43 51.2	+25 38 17	 6.35	 0.08
 804	02 43 18.0	+03 14 09	 3.47	 0.09
 805	02 42 06.6	-38 23 02	 6.01	 0.92
 806	02 39 35.4	-68 16 01	 4.11	-0.06
 807	02 42 08.5	-46 31 28	 6.10	 0.88
 808	02 44 19.1	+17 45 50	 6.46	 1.07
 809	02 44 32.9	+15 18 42	 5.77	-0.01
 810	02 42 33.5	-50 48 01	 5.41	 0.56
 811	02 44 07.4	-13 51 31	 4.25	-0.14
 812	02 44 57.6	+12 26 45	 5.18	 0.24
 813	02 44 56.5	+10 06 51	 4.27	 0.31
 814	02 43 20.3	-40 31 39	 6.36	-0.02
 815	02 48 55.5	+69 38 03	 6.18	 0.18
 816	02 45 20.9	+04 42 42	 6.03	 0.31
 817	02 44 20.5	-32 31 30	 6.22	 0.04
 818	02 45 06.2	-18 34 21	 4.47	 0.48
 819	02 46 58.3	+35 59 01	 6.25	 0.93
 820	02 47 03.5	+35 33 18	 6.30	
 821	02 44 10.7	-52 34 14	 6.15	 0.09
 822	02 45 16.5	-46 17 14	 6.85	 1.36
 823	02 43 26.6	-66 42 52	 6.26	 0.53
 824	02 47 54.5	+29 14 50	 4.51	 1.11
 825	02 49 30.8	+57 05 03	 6.25	 0.89
 826	02 46 45.2	-21 38 23	 6.49	 0.38
 827	02 47 11.2	-22 29 08	 6.47	 0.39
 828	02 48 32.1	+18 17 01	 5.82	 1.20
 829	02 51 58.7	+68 53 19	 5.80	 0.64
 830	02 48 45.9	+25 11 17	 5.86	-0.07
 831	02 49 27.1	+37 19 34	 6.45	 0.43
 832	02 47 56.0	-12 27 38	 6.90	 1.56
 833	02 45 27.5	-63 42 16	 5.74	 0.93
 834	02 50 41.8	+55 53 44	 3.76	 1.68
 835	02 47 33.7	-35 33 03	 6.51	 0.96
 836	02 49 17.5	+17 27 51	 5.22	-0.06
 837	02 45 32.6	-67 37 00	 4.84	 0.06
 838	02 49 59.0	+27 15 38	 3.63	-0.10
 839	02 51 45.5	+58 18 53	 6.45	 0.10
 840	02 50 35.1	+38 19 07	 4.23	 0.34
 841	02 49 05.4	-32 24 21	 4.46	 0.99
 842	02 51 41.7	+46 50 31	 5.88	 0.89
 843	02 51 30.8	+35 03 35	 4.53	 1.56
 844	02 49 51.0	-24 33 37	 6.14	 1.07
 845	02 49 54.2	-27 56 30	 5.39	 0.02
 846	02 52 52.0	+52 59 52	 6.36	 0.07
 847	02 51 29.6	+15 04 55	 5.49	-0.09
 848	02 50 14.8	-35 50 37	 5.92	 0.90
 849	02 53 21.2	+48 34 10	 6.26	 1.18
 850	02 51 02.3	-21 00 15	 4.75	 0.91
 851	02 50 40.4	-35 40 34	 5.47	 1.25
 852	02 49 01.5	-62 48 24	 5.26	 0.10
 853	02 50 47.9	-39 55 54	 6.36	 0.05
 854	02 54 15.5	+52 45 45	 3.95	 0.74
 855	02 53 42.6	+38 20 15	 5.33	 0.41
 856	02 53 11.7	+16 29 00	 6.31	
 857	02 52 32.1	-12 46 10	 6.04	 0.87
 858	02 51 55.3	-30 48 52	 6.40	 0.48
 859	02 52 50.5	-09 26 28	 6.32	 0.19
 860	02 55 56.9	+61 31 16	 5.59	 0.45
 861	02 56 24.8	+64 19 57	 6.24	 2.03
 862	02 53 35.3	-22 22 35	 5.95	 1.04
 863	02 53 34.4	-38 26 13	 5.92	 0.44
 864	02 56 50.6	+51 15 39	 6.22	 1.57
 865	02 56 33.4	+47 09 50	 6.02	 1.34
 866	02 52 19.2	-62 54 35	 6.03	 1.25
 867	02 55 48.5	+18 19 54	 5.91	 1.47
 868	02 53 52.9	-49 53 25	 4.00	 2.11
 869	02 56 26.1	+18 01 23	 5.63	 0.43
 870	02 56 13.8	+08 22 54	 5.97	 0.48
 871	02 54 06.5	-50 52 17	 6.21	 1.58
 872	02 50 28.5	-75 04 01	 4.75	 1.33
 873	02 57 17.3	+31 56 03	 5.11	-0.01
 874	02 56 25.7	-08 53 53	 3.89	 1.11
 875	02 56 37.4	-03 42 44	 5.17	 0.08
 876	02 58 02.3	+38 36 54	 6.04	 1.41
 877	02 57 04.6	+04 30 04	 6.11	 1.69
 878	02 58 05.2	+20 40 07	 5.80	 0.41
 879	02 58 45.7	+39 39 46	 4.70	 0.06
 880	02 54 20.9	-64 26 08	 6.56	 1.39
 881	03 06 07.8	+79 25 07	 5.49	 1.57
 882	02 59 03.7	+35 10 59	 4.93	 1.23
 883	02 57 23.7	-23 51 43	 5.45	 0.23
 884	02 57 13.1	-29 51 19	 6.29	 0.47
 885	02 59 49.9	+47 13 15	 5.47	 0.89
 886	02 59 39.9	+41 01 59	 5.89	 1.44
 887	02 59 12.7	+21 20 25	 4.63	 0.04
 888	02 59 12.7	+21 20 25	 4.63	 0.04
 889	02 58 05.7	-23 36 22	 5.84	 1.33
 890	03 00 52.2	+52 21 06	 5.28	-0.05
 891	03 00 53.4	+52 21 08	 6.74	 0.00
 892	02 58 42.0	-02 46 57	 5.23	 0.00
 893	02 57 32.7	-38 11 28	 6.41	-0.03
 894	03 00 11.8	+38 07 54	 6.11	-0.06
 895	02 58 47.4	-09 46 35	 6.14	 0.22
 896	02 59 42.9	+08 54 27	 4.70	-0.12
 897	02 58 15.7	-40 18 17	 3.24	 0.14
 898	02 58 16.3	-40 18 16	 4.35	 0.08
 899	02 59 41.2	-02 27 54	 5.56	-0.08
 900	02 59 06.6	-28 54 25	 6.14	 1.04
 901	02 59 36.1	-25 16 27	 5.71	 0.40
 902	03 00 44.1	+10 52 13	 5.95	 1.59
 903	02 59 38.3	-32 30 26	 6.31	 0.00
 904	03 00 51.0	-02 52 43	 6.11	 1.77
 905	03 01 54.1	+26 27 44	 5.90	 0.14
 906	03 11 42.8	+81 28 14	 5.95	 0.15
 907	03 01 10.0	-07 39 46	 5.75	 1.05
 908	03 01 52.3	+05 20 10	 6.25	 1.05
 909	02 58 47.8	-64 04 17	 4.99	 0.13
 910	03 02 22.5	+04 21 10	 5.61	-0.10
 911	03 02 16.8	+04 05 23	 2.53	 1.64
 912	03 01 56.1	-09 57 41	 5.83	 1.11
 913	03 02 09.3	-06 29 41	 6.19	 0.60
 914	03 01 37.7	-28 05 30	 5.89	 0.79
 915	03 04 47.8	+53 30 23	 2.93	 0.70
 916	03 03 30.3	+28 16 11	 6.36	
 917	03 02 42.3	-07 41 07	 5.32	 0.94
 918	03 05 32.4	+56 42 21	 4.76	 1.02
 919	03 02 23.5	-23 37 28	 4.09	 0.16
 920	03 05 39.9	+56 04 07	 6.11	 1.02
 921	03 05 10.6	+38 50 25	 3.39	 1.65
 922	03 07 19.0	+64 03 28	 5.89	-0.03
 923	03 05 20.8	+40 34 57	 6.05	 1.01
 924	03 04 40.7	+15 51 22	 6.49	
 925	03 04 16.4	-07 36 03	 5.26	 0.20
 926	03 04 38.1	+01 51 49	 6.05	 1.04
 927	03 05 26.7	+25 15 19	 6.80	-0.02
 928	03 05 26.7	+25 15 19	 7.00	
 929	03 02 55.9	-46 58 30	 5.82	 1.30
 930	03 08 03.9	+52 12 48	 6.31	-0.01
 931	03 06 23.7	+13 11 14	 5.62	 1.08
 932	03 11 56.3	+74 23 37	 4.87	 0.02
 933	03 07 47.4	+47 18 30	 6.41	 0.12
 934	03 03 36.8	-59 44 16	 5.11	 0.34
 935	03 06 33.5	-06 05 19	 5.27	 1.60
 936	03 08 10.1	+40 57 20	 2.12	-0.05
 937	03 09 04.0	+49 36 48	 4.05	 0.59
 938	03 07 25.7	+17 52 48	 6.11	-0.12
 939	03 02 15.4	-71 54 09	 5.53	-0.14
